UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement
2109,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Avande,ML,Chicago,No
2110,No,2020-03-01 00:00:00,2020-11-15 00:00:00,D,Avande,ML,Chicago,No
2111,No,2020-03-01 00:00:00,2020-11-15 00:00:00,D,Avande,Python,Chicago,No
2112,No,2020-07-01 00:00:00,2020-03-15 00:00:00,F,Journey2Cloud,Oracle,NYC,No
2113,Yes,2020-09-01 00:00:00,2020-02-15 00:00:00,E,AT&T Application Scanning,Python,DC,No
2114,No,2020-01-01 00:00:00,2020-10-15 00:00:00,E,Avande,Cloud,Chicago,No
2115,Yes,2020-10-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Zaim,Java,Boston,No
2116,No,2020-01-01 00:00:00,2020-01-15 00:00:00,C,Application Security F/P Analysis,Cloud,DC,Yes
2117,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Cloud,Denver,Yes
2118,No,2020-04-01 00:00:00,2020-08-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,Chicago,No
2119,No,2020-03-01 00:00:00,2020-02-15 00:00:00,C,iDefense- Zaim,Python,Boston,Yes
2120,No,2020-09-01 00:00:00,2020-07-15 00:00:00,A,AT&T Application Scanning,Java,NYC,No
2121,Yes,2020-10-01 00:00:00,2020-08-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Python,Boston,No
2122,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Cyber Integration,Cloud,Boston,No
2123,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,C,Chevron Cloud Security,Java,Denver,No
2124,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,A,Chevron Cloud Security,Cloud,DC,Yes
2125,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,Oracle,Denver,No
2126,No,2020-07-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,ML,Boston,Yes
2127,No,2020-02-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Odin,ML,Denver,No
2128,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,B,iDefense- Odin,Cloud,Chicago,Yes
2129,No,2020-03-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,Chicago,Yes
2130,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,F,Avande,Cloud,NYC,Yes
2131,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,C,iDefense- Zaim,Cloud,NYC,Yes
2132,No,2020-10-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Python,DC,No
2133,No,2020-01-01 00:00:00,2020-08-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,DC,Yes
2134,Yes,2020-11-01 00:00:00,2020-08-15 00:00:00,F,AT&T Application Scanning,Python,Denver,Yes
2135,No,2020-10-01 00:00:00,2020-01-15 00:00:00,B,Cyber Integration,ML,DC,Yes
2136,Yes,2020-11-01 00:00:00,2020-09-15 00:00:00,D,Cyber Integration,Cloud,Chicago,No
2137,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,Chicago,No
2138,No,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Cyber Integration,Python,DC,Yes
2139,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Zaim,Oracle,Boston,Yes
2140,Yes,2020-11-01 00:00:00,2020-04-15 00:00:00,H,Cyber Integration,Oracle,Denver,Yes
2141,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,Chicago,No
2142,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,NYC,No
2143,No,2020-11-01 00:00:00,2020-03-15 00:00:00,E,AT&T Application Scanning,Python,Chicago,Yes
2144,No,2020-11-01 00:00:00,2020-07-15 00:00:00,C,AT&T Application Scanning,Java,DC,Yes
2145,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,D,Journey2Cloud,Java,Boston,No
2146,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,E,Cyber Integration,Java,NYC,No
2147,No,2020-09-01 00:00:00,2020-11-15 00:00:00,G,Cyber Integration,ML,NYC,No
2148,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,D,Application Security F/P Analysis,Cloud,DC,No
2149,No,2020-11-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Oracle,Denver,No
2150,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,B,AT&T Application Scanning,ML,Boston,No
2151,Yes,2020-12-01 00:00:00,2020-11-15 00:00:00,D,Avande,Cloud,Boston,Yes
2152,No,2020-10-01 00:00:00,2020-07-15 00:00:00,G,Cyber Integration,Cloud,Denver,No
2153,No,2020-01-01 00:00:00,2020-06-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,NYC,No
2154,No,2020-02-01 00:00:00,2020-05-15 00:00:00,B,iDefense- Odin,Cloud,Boston,Yes
2155,Yes,2020-11-01 00:00:00,2020-05-15 00:00:00,G,Cyber Integration,ML,Denver,No
2156,Yes,2020-07-01 00:00:00,2020-01-15 00:00:00,G,iDefense- Odin,ML,DC,No
2157,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Java,DC,No
2158,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Odin,Oracle,NYC,Yes
2159,No,2020-06-01 00:00:00,2020-02-15 00:00:00,D,iDefense- Odin,Cloud,DC,Yes
2160,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,D,Avande,Java,NYC,No
2161,No,2020-10-01 00:00:00,2020-08-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,DC,No
2162,No,2020-09-01 00:00:00,2020-10-15 00:00:00,G,iDefense- Zaim,Java,Chicago,Yes
2163,No,2020-10-01 00:00:00,2020-08-15 00:00:00,F,Chevron Cloud Security,Java,Boston,No
2164,No,2020-10-01 00:00:00,2020-06-15 00:00:00,C,Cloud Security Enablement Phase 1,Oracle,Chicago,No
2165,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Zaim,Cloud,Boston,Yes
2166,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Odin,Java,Chicago,No
2167,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Application Security F/P Analysis,ML,Boston,No
2168,Yes,2020-07-01 00:00:00,2020-05-15 00:00:00,E,Avande,ML,DC,Yes
2169,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,G,Chevron Cloud Security,Python,DC,No
2170,No,2020-01-01 00:00:00,2020-08-15 00:00:00,F,Avande,ML,Boston,No
2171,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,E,Journey2Cloud,Oracle,NYC,Yes
2172,No,2020-01-01 00:00:00,2020-02-15 00:00:00,E,Cyber Integration,Oracle,NYC,Yes
2173,No,2020-11-01 00:00:00,2020-03-15 00:00:00,H,Cyber Integration,ML,Denver,No
2174,Yes,2020-02-01 00:00:00,2020-01-15 00:00:00,B,AT&T Application Scanning,Python,NYC,Yes
2175,Yes,2020-10-01 00:00:00,2020-09-15 00:00:00,H,Avande,Oracle,Chicago,No
2176,No,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),ML,Denver,No
2177,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Journey2Cloud,ML,Chicago,Yes
2178,Yes,2020-12-01 00:00:00,2020-01-15 00:00:00,D,Cyber Integration,Oracle,Chicago,Yes
2179,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,D,AT&T Application Scanning,Python,NYC,No
2180,No,2020-09-01 00:00:00,2020-11-15 00:00:00,E,iDefense- Zaim,Java,Denver,No
2181,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Chevron Cloud Security,ML,Chicago,Yes
2182,Yes,2020-09-01 00:00:00,2020-06-15 00:00:00,A,Cyber Integration,Java,Chicago,Yes
2183,Yes,2020-10-01 00:00:00,2020-04-15 00:00:00,A,Application Security F/P Analysis,Oracle,Boston,Yes
2184,No,2020-10-01 00:00:00,2020-06-15 00:00:00,A,iDefense- Zaim,Python,DC,No
2185,Yes,2020-11-01 00:00:00,2020-05-15 00:00:00,H,iDefense- Odin,Oracle,NYC,Yes
2186,No,2020-10-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Odin,ML,Denver,No
2187,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Zaim,Cloud,NYC,Yes
2188,No,2020-09-01 00:00:00,2020-01-15 00:00:00,B,Avande,Oracle,Boston,No
2189,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,H,Avande,Java,DC,No
2190,No,2020-03-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Cloud,Boston,Yes
2191,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,H,iDefense- Odin,Python,DC,Yes
2192,No,2020-10-01 00:00:00,2020-06-15 00:00:00,A,iDefense- Odin,Cloud,NYC,No
2193,No,2020-03-01 00:00:00,2020-08-15 00:00:00,G,Chevron Cloud Security,Oracle,NYC,No
2194,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Application Security F/P Analysis,Python,Boston,No
2195,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,D,Application Security F/P Analysis,Oracle,NYC,No
2196,Yes,2020-05-01 00:00:00,2020-01-15 00:00:00,C,Application Security F/P Analysis,ML,Boston,Yes
2197,Yes,2020-09-01 00:00:00,2020-01-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Cloud,Boston,No
2198,No,2020-11-01 00:00:00,2020-04-15 00:00:00,A,Cloud Security Enablement Phase 1,Python,NYC,No
2199,No,2020-09-01 00:00:00,2020-03-15 00:00:00,D,AT&T Application Scanning,Oracle,Boston,Yes
2200,No,2020-04-01 00:00:00,2020-12-15 00:00:00,H,Cyber Integration,ML,Chicago,Yes
2201,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,F,Avande,Oracle,Chicago,Yes
2202,No,2020-03-01 00:00:00,2020-10-15 00:00:00,C,Avande,Cloud,Chicago,No
2203,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,H,Avande,Python,DC,No
2204,No,2020-11-01 00:00:00,2020-10-15 00:00:00,D,Application Security F/P Analysis,Java,Chicago,No
2205,No,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Application Security F/P Analysis,Java,Boston,Yes
2206,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,H,iDefense- Odin,Python,Denver,Yes
2207,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,B,Cloud Security Enablement Phase 1,Oracle,Chicago,Yes
2208,No,2020-05-01 00:00:00,2020-03-15 00:00:00,G,Journey2Cloud,Java,Chicago,No
2209,No,2020-05-01 00:00:00,2020-03-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,DC,No
2210,No,2020-06-01 00:00:00,2020-10-15 00:00:00,B,Application Security F/P Analysis,Java,Denver,Yes
2211,No,2020-12-01 00:00:00,2020-05-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,Boston,No
2212,No,2020-03-01 00:00:00,2020-11-15 00:00:00,D,Application Security F/P Analysis,ML,NYC,No
2213,No,2020-11-01 00:00:00,2020-10-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,Denver,Yes
2214,No,2020-11-01 00:00:00,2020-02-15 00:00:00,D,Journey2Cloud,ML,DC,Yes
2215,No,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,NYC,No
2216,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,G,Chevron Cloud Security,Oracle,Chicago,No
2217,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,B,AT&T Application Scanning,ML,DC,Yes
2218,No,2020-11-01 00:00:00,2020-02-15 00:00:00,B,Cyber Integration,Java,Boston,Yes
2219,No,2020-10-01 00:00:00,2020-03-15 00:00:00,E,Journey2Cloud,ML,Boston,Yes
2220,No,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,DC,Yes
2221,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,D,Avande,Cloud,Chicago,No
2222,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Avande,ML,Boston,Yes
2223,No,2020-01-01 00:00:00,2020-03-15 00:00:00,D,Cloud Security Enablement Phase 1,Cloud,NYC,No
2224,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Odin,Cloud,DC,No
2225,No,2020-05-01 00:00:00,2020-07-15 00:00:00,A,Application Security F/P Analysis,ML,Denver,No
2226,No,2020-06-01 00:00:00,2020-11-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,DC,Yes
2227,No,2020-01-01 00:00:00,2020-05-15 00:00:00,H,Journey2Cloud,Python,DC,Yes
2228,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Cloud,Denver,No
2229,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,G,Application Security F/P Analysis,Python,NYC,Yes
2230,No,2020-01-01 00:00:00,2020-12-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,Boston,Yes
2231,No,2020-02-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Zaim,Cloud,Denver,No
2232,Yes,2020-07-01 00:00:00,2020-06-15 00:00:00,D,Application Security F/P Analysis,ML,DC,Yes
2233,Yes,2020-12-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Odin,Cloud,Chicago,No
2234,Yes,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Journey2Cloud,ML,Denver,No
2235,No,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Cyber Integration,Oracle,DC,No
2236,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,ML,NYC,No
2237,Yes,2020-10-01 00:00:00,2020-05-15 00:00:00,B,Cyber Integration,Java,Denver,No
2238,No,2020-06-01 00:00:00,2020-06-15 00:00:00,C,Application Security F/P Analysis,Python,Boston,Yes
2239,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,D,iDefense- Zaim,Cloud,Boston,No
2240,No,2020-05-01 00:00:00,2020-04-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,Chicago,Yes
2241,No,2020-01-01 00:00:00,2020-02-15 00:00:00,G,Journey2Cloud,Cloud,NYC,No
2242,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,DC,No
2243,No,2020-05-01 00:00:00,2020-02-15 00:00:00,H,iDefense- Zaim,Java,Denver,No
2244,No,2020-11-01 00:00:00,2020-10-15 00:00:00,D,Cyber Integration,Python,Denver,Yes
2245,Yes,2020-08-01 00:00:00,2020-02-15 00:00:00,A,AT&T Application Scanning,Oracle,Chicago,Yes
2246,No,2020-09-01 00:00:00,2020-06-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,NYC,No
2247,No,2020-10-01 00:00:00,2020-02-15 00:00:00,G,Journey2Cloud,ML,Chicago,Yes
2248,No,2020-03-01 00:00:00,2020-07-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,Chicago,No
2249,No,2020-05-01 00:00:00,2020-02-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,NYC,No
2250,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,F,Avande,Cloud,DC,Yes
2251,Yes,2020-10-01 00:00:00,2020-07-15 00:00:00,D,Journey2Cloud,Java,Boston,No
2252,No,2020-03-01 00:00:00,2020-11-15 00:00:00,G,Avande,Python,Boston,Yes
2253,Yes,2020-11-01 00:00:00,2020-01-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,Chicago,Yes
2254,Yes,2020-07-01 00:00:00,2020-04-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,NYC,No
2255,No,2020-05-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,ML,Denver,No
2256,No,2020-10-01 00:00:00,2020-02-15 00:00:00,D,iDefense- Odin,ML,Boston,Yes
2257,No,2020-01-01 00:00:00,2020-06-15 00:00:00,G,Journey2Cloud,Oracle,Chicago,No
2258,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,F,Chevron Cloud Security,Python,NYC,No
2259,No,2020-12-01 00:00:00,2020-03-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,Chicago,No
2260,No,2020-11-01 00:00:00,2020-06-15 00:00:00,D,iDefense- Odin,Java,Boston,No
2261,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,A,AT&T Application Scanning,Cloud,NYC,No
2262,No,2020-08-01 00:00:00,2020-05-15 00:00:00,G,Avande,Cloud,Boston,No
2263,No,2020-09-01 00:00:00,2020-03-15 00:00:00,D,AT&T Application Scanning,ML,Boston,Yes
2264,No,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Cloud Security Enablement Phase 1,Cloud,NYC,Yes
2265,Yes,2020-09-01 00:00:00,2020-02-15 00:00:00,A,Cyber Integration,Cloud,Chicago,No
2266,No,2020-02-01 00:00:00,2020-02-15 00:00:00,B,Cyber Integration,Java,Boston,Yes
2267,No,2020-09-01 00:00:00,2020-09-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,Denver,No
2268,No,2020-07-01 00:00:00,2020-10-15 00:00:00,D,Chevron Cloud Security,Oracle,DC,Yes
2269,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,D,AT&T Application Scanning,Python,NYC,No
2270,No,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Python,DC,Yes
2271,Yes,2020-05-01 00:00:00,2020-01-15 00:00:00,C,Application Security F/P Analysis,Cloud,Boston,No
2272,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,B,iDefense- Odin,Python,Denver,No
2273,No,2020-12-01 00:00:00,2020-11-15 00:00:00,C,Chevron Cloud Security,Java,Chicago,No
2274,No,2020-10-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Java,Denver,No
2275,No,2020-06-01 00:00:00,2020-10-15 00:00:00,H,AT&T Application Scanning,ML,Boston,No
2276,No,2020-03-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,ML,DC,Yes
2277,No,2020-04-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Odin,Oracle,Denver,Yes
2278,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,G,Journey2Cloud,Java,NYC,Yes
2279,No,2020-01-01 00:00:00,2020-05-15 00:00:00,B,iDefense- Odin,Java,NYC,Yes
2280,Yes,2020-06-01 00:00:00,2020-04-15 00:00:00,D,Journey2Cloud,Java,Chicago,Yes
2281,No,2020-03-01 00:00:00,2020-06-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes
2282,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,D,Application Security F/P Analysis,Oracle,NYC,No
2283,No,2020-04-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,ML,Chicago,Yes
2284,No,2020-03-01 00:00:00,2020-04-15 00:00:00,B,Cloud Security Enablement Phase 1,Python,Chicago,Yes
2285,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,B,Journey2Cloud,ML,NYC,Yes
2286,No,2020-02-01 00:00:00,2020-06-15 00:00:00,G,iDefense- Zaim,Java,NYC,Yes
2287,No,2020-07-01 00:00:00,2020-05-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,NYC,Yes
2288,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Zaim,Cloud,Boston,Yes
2289,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Zaim,Python,NYC,No
2290,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Cloud,Chicago,No
2291,No,2020-03-01 00:00:00,2020-06-15 00:00:00,G,Avande,Python,NYC,No
2292,No,2020-12-01 00:00:00,2020-08-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,NYC,Yes
2293,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,C,iDefense- Odin,Oracle,NYC,No
2294,Yes,2020-10-01 00:00:00,2020-05-15 00:00:00,A,Application Security F/P Analysis,Python,DC,No
2295,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Journey2Cloud,Java,Boston,Yes
2296,Yes,2020-10-01 00:00:00,2020-01-15 00:00:00,D,iDefense- Zaim,Python,Chicago,No
2297,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,E,Journey2Cloud,Cloud,Chicago,Yes
2298,No,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Cyber Integration,Python,Chicago,Yes
2299,Yes,2020-11-01 00:00:00,2020-06-15 00:00:00,A,Application Security F/P Analysis,Java,NYC,No
2300,No,2020-07-01 00:00:00,2020-04-15 00:00:00,D,Chevron Cloud Security,Oracle,Denver,No
2301,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,C,Cyber Integration,ML,Boston,Yes
2302,No,2020-07-01 00:00:00,2020-05-15 00:00:00,H,Cyber Integration,Cloud,Denver,Yes
2303,No,2020-10-01 00:00:00,2020-06-15 00:00:00,F,iDefense- Zaim,ML,Denver,Yes
2304,No,2020-02-01 00:00:00,2020-05-15 00:00:00,E,Journey2Cloud,Python,Boston,No
2305,No,2020-04-01 00:00:00,2020-05-15 00:00:00,D,AT&T Application Scanning,ML,DC,Yes
2306,No,2020-01-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Odin,Cloud,Chicago,Yes
2307,No,2020-01-01 00:00:00,2020-06-15 00:00:00,C,Cyber Integration,Oracle,Boston,Yes
2308,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes
2309,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,Denver,No
2310,No,2020-10-01 00:00:00,2020-09-15 00:00:00,A,Avande,Python,Boston,Yes
2311,No,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Cyber Integration,Java,DC,No
2312,No,2020-12-01 00:00:00,2020-11-15 00:00:00,G,Avande,Java,Boston,Yes
2313,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Journey2Cloud,ML,DC,Yes
2314,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,H,iDefense- Zaim,Java,NYC,Yes
2315,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Application Security F/P Analysis,Oracle,NYC,Yes
2316,No,2020-09-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Zaim,Oracle,NYC,No
2317,No,2020-12-01 00:00:00,2020-04-15 00:00:00,B,Application Security F/P Analysis,ML,Boston,Yes
2318,No,2020-02-01 00:00:00,2020-05-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Boston,No
2319,No,2020-02-01 00:00:00,2020-01-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,DC,No
2320,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,ML,NYC,No
2321,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,A,Journey2Cloud,Java,Denver,No
2322,No,2020-10-01 00:00:00,2020-08-15 00:00:00,G,Avande,ML,DC,Yes
2323,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,B,Application Security F/P Analysis,Python,Boston,Yes
2324,No,2020-12-01 00:00:00,2020-01-15 00:00:00,G,Cloud Security Enablement Phase 1,Java,Chicago,No
2325,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,A,AT&T Application Scanning,Java,NYC,Yes
2326,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,H,AT&T Application Scanning,Cloud,NYC,No
2327,No,2020-12-01 00:00:00,2020-05-15 00:00:00,E,Application Security F/P Analysis,Java,Chicago,No
2328,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Avande,Python,NYC,No
2329,Yes,2020-09-01 00:00:00,2020-06-15 00:00:00,G,Application Security F/P Analysis,ML,Chicago,No
2330,No,2020-12-01 00:00:00,2020-10-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Python,Denver,Yes
2331,No,2020-07-01 00:00:00,2020-11-15 00:00:00,E,Chevron Cloud Security,Python,DC,No
2332,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,A,Application Security F/P Analysis,ML,DC,No
2333,No,2020-05-01 00:00:00,2020-05-15 00:00:00,D,Cyber Integration,Java,DC,No
2334,Yes,2020-10-01 00:00:00,2020-04-15 00:00:00,E,iDefense- Odin,Cloud,DC,Yes
2335,No,2020-07-01 00:00:00,2020-03-15 00:00:00,E,Cyber Integration,Java,Chicago,Yes
2336,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Cloud,Denver,Yes
2337,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Zaim,Python,Denver,Yes
2338,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Java,Boston,No
2339,No,2020-10-01 00:00:00,2020-11-15 00:00:00,H,AT&T Application Scanning,Oracle,DC,Yes
2340,No,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,DC,Yes
2341,No,2020-01-01 00:00:00,2020-06-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Denver,Yes
2342,No,2020-04-01 00:00:00,2020-05-15 00:00:00,G,Avande,Python,Chicago,No
2343,No,2020-10-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Odin,ML,Chicago,Yes
2344,Yes,2020-07-01 00:00:00,2020-06-15 00:00:00,D,iDefense- Zaim,Oracle,Boston,No
2345,No,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Java,NYC,Yes
2346,No,2020-07-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,ML,Chicago,No
2347,No,2020-09-01 00:00:00,2020-01-15 00:00:00,E,Cyber Integration,ML,NYC,Yes
2348,No,2020-12-01 00:00:00,2020-11-15 00:00:00,D,Cloud Security Enablement Phase 1,Java,Chicago,Yes
2349,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),ML,Chicago,No
2350,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,F,AT&T Application Scanning,ML,Chicago,No
2351,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,A,Cyber Integration,Python,Chicago,Yes
2352,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Application Security F/P Analysis,Oracle,Denver,Yes
2353,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,H,Journey2Cloud,Cloud,Boston,No
2354,Yes,2020-08-01 00:00:00,2020-06-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,Denver,Yes
2355,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,C,iDefense- Zaim,Cloud,NYC,Yes
2356,No,2020-10-01 00:00:00,2020-06-15 00:00:00,F,Cyber Integration,Oracle,Chicago,Yes
2357,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Chevron Cloud Security,Python,NYC,No
2358,Yes,2020-08-01 00:00:00,2020-01-15 00:00:00,H,Avande,Cloud,Chicago,No
2359,No,2020-03-01 00:00:00,2020-10-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),ML,Boston,Yes
2360,No,2020-09-01 00:00:00,2020-04-15 00:00:00,G,Cyber Integration,Python,DC,Yes
