Candidate UID,Service,Talent Segment,Level,Skills,Coming Available,Local Office,Local Preference
579,Operations,Legal,10,Bar/Bar/Bar/PowerPoint/,2020-07-01 00:00:00,Chicago,Yes
580,Technology,Business,1,Excel/Salesforce/Salesforce/Excel/,2020-07-01 00:00:00,Chicago,No
581,Technology,IT Operations,11,PowerPoint/Python/,2020-02-01 00:00:00,NYC,Yes
582,Strategy & Consulting,Human Resources,3,Workday/PowerPoint/,2020-05-01 00:00:00,Boston,No
583,Technology,Business,7,Salesforce/Salesforce/PowerPoint/Salesforce/,2020-10-01 00:00:00,Chicago,Yes
584,Interactive,Engineering,6,Java/Java/Excel/,2020-08-01 00:00:00,Chicago,Yes
585,Technology,IT Operations,8,Python/Excel/Python/,2020-05-01 00:00:00,NYC,Yes
586,Technology,Design,10,Excel/Excel/,2020-01-01 00:00:00,DC,Yes
587,Technology,Human Resources,6,PowerPoint/Workday/,2020-06-01 00:00:00,DC,Yes
588,Strategy & Consulting,Business,3,Excel/,2020-04-01 00:00:00,NYC,No
589,Interactive,Design,11,Adobe/,2020-10-01 00:00:00,Denver,Yes
590,Interactive,Business,11,Salesforce/PowerPoint/Salesforce/,2020-08-01 00:00:00,Denver,No
591,Technology,Design,9,PowerPoint/PowerPoint/Adobe/Excel/,2020-02-01 00:00:00,Boston,No
592,Strategy & Consulting,Account Leadership,11,PowerPoint/ML/Oral communication/,2020-02-01 00:00:00,DC,No
593,Operations,Legal,11,Excel/,2020-08-01 00:00:00,DC,No
594,Interactive,IT Operations,7,Python/Excel/Java/,2020-07-01 00:00:00,Denver,Yes
595,Operations,IT Operations,6,Python/,2020-02-01 00:00:00,Boston,Yes
596,Interactive,Human Resources,5,Workday/PowerPoint/Excel/Excel/,2020-01-01 00:00:00,DC,No
597,Interactive,Engineering,3,Java/PowerPoint/PowerPoint/,2020-11-01 00:00:00,DC,No
598,Operations,IT Operations,3,ML/,2020-04-01 00:00:00,Denver,Yes
599,Interactive,Security,10,PowerPoint/,2020-07-01 00:00:00,DC,No
600,Operations,Strategy,8,Critical thinking/Critical thinking/Critical thinking/Excel/,2020-12-01 00:00:00,Boston,Yes
601,Operations,Human Resources,7,Workday/Oral communication/Workday/Workday/,2020-07-01 00:00:00,Denver,Yes
602,Interactive,Strategy,7,Excel/,2020-11-01 00:00:00,NYC,No
603,Interactive,Legal,4,Bar/Excel/Oral communication/,2020-08-01 00:00:00,Chicago,No
604,Technology,Finance,3,SAP/,2020-05-01 00:00:00,Boston,Yes
605,Interactive,Business,11,Salesforce/,2020-05-01 00:00:00,Denver,Yes
606,Operations,Strategy,5,PowerPoint/Excel/Critical thinking/,2020-01-01 00:00:00,DC,Yes
607,Strategy & Consulting,Security,4,Python/ML/Cloud/Oracle/,2020-08-01 00:00:00,Boston,No
608,Operations,Engineering,5,Python/Java/PowerPoint/,2020-09-01 00:00:00,NYC,Yes
609,Operations,Account Leadership,6,Excel/PowerPoint/Leadership/,2020-02-01 00:00:00,Denver,No
610,Operations,Business,8,Salesforce/Excel/PowerPoint/PowerPoint/,2020-06-01 00:00:00,DC,No
611,Technology,Human Resources,7,Excel/Excel/Excel/Oral communication/,2020-06-01 00:00:00,DC,No
612,Interactive,Engineering,5,PowerPoint/PowerPoint/PowerPoint/MATLAB/,2020-12-01 00:00:00,NYC,No
613,Interactive,IT Operations,4,ML/PowerPoint/PowerPoint/,2020-12-01 00:00:00,NYC,Yes
614,Interactive,Account Leadership,2,Leadership/Cloud/PowerPoint/,2020-08-01 00:00:00,Denver,Yes
615,Interactive,Design,4,Adobe/Excel/Excel/,2020-07-01 00:00:00,Chicago,No
616,Interactive,Human Resources,2,Oral communication/,2020-09-01 00:00:00,Denver,Yes
617,Operations,Design,10,PhotoShop/Adobe/Excel/,2020-02-01 00:00:00,NYC,Yes
618,Interactive,Account Leadership,1,Oral communication/Excel/Leadership/ML/,2020-09-01 00:00:00,Denver,No
619,Interactive,Strategy,6,Excel/Critical thinking/,2020-09-01 00:00:00,Boston,Yes
620,Strategy & Consulting,Human Resources,10,Oral communication/Excel/PowerPoint/Workday/,2020-09-01 00:00:00,Chicago,No
621,Interactive,Strategy,2,Excel/,2020-11-01 00:00:00,DC,Yes
622,Strategy & Consulting,Account Leadership,4,ML/Oral communication/PowerPoint/,2020-10-01 00:00:00,NYC,No
623,Interactive,Security,10,Java/Java/ML/Oracle/,2020-04-01 00:00:00,Chicago,No
624,Operations,Strategy,5,Critical thinking/Critical thinking/,2020-01-01 00:00:00,Boston,Yes
625,Strategy & Consulting,Strategy,11,Critical thinking/Critical thinking/Critical thinking/PowerPoint/,2020-10-01 00:00:00,NYC,No
626,Strategy & Consulting,Strategy,11,Critical thinking/Excel/Critical thinking/Critical thinking/,2020-10-01 00:00:00,Denver,Yes
627,Technology,IT Operations,9,Oracle/Excel/Python/Oracle/,2020-01-01 00:00:00,NYC,Yes
628,Technology,Finance,11,Excel/Excel/,2020-09-01 00:00:00,Boston,Yes
629,Operations,Account Leadership,8,Excel/Leadership/Oral communication/Cloud/,2020-11-01 00:00:00,Boston,No
630,Technology,Engineering,11,Java/Excel/,2020-04-01 00:00:00,Chicago,Yes
631,Strategy & Consulting,IT Operations,6,ML/Python/Excel/,2020-10-01 00:00:00,Chicago,Yes
632,Interactive,Engineering,11,Python/PowerPoint/Excel/Java/,2020-09-01 00:00:00,NYC,Yes
633,Operations,Design,5,Adobe/,2020-12-01 00:00:00,NYC,Yes
634,Operations,Legal,3,PowerPoint/,2020-04-01 00:00:00,Boston,No
635,Technology,Business,11,Excel/Excel/PowerPoint/Salesforce/,2020-07-01 00:00:00,DC,No
636,Strategy & Consulting,Finance,1,QuickBooks/SAP/Excel/,2020-06-01 00:00:00,Chicago,Yes
637,Technology,Strategy,5,PowerPoint/,2020-09-01 00:00:00,Boston,No
638,Technology,IT Operations,5,Java/Cloud/,2020-06-01 00:00:00,DC,Yes
639,Interactive,Account Leadership,6,Excel/,2020-08-01 00:00:00,NYC,Yes
640,Technology,Business,1,Excel/Excel/Excel/,2020-08-01 00:00:00,Boston,Yes
641,Operations,Strategy,5,Excel/Excel/,2020-08-01 00:00:00,Boston,Yes
642,Technology,Finance,4,Excel/,2020-05-01 00:00:00,Denver,No
643,Operations,Engineering,8,Excel/Java/PowerPoint/,2020-03-01 00:00:00,NYC,Yes
644,Operations,Engineering,6,PowerPoint/MATLAB/Excel/,2020-01-01 00:00:00,DC,Yes
645,Strategy & Consulting,Engineering,2,Java/Excel/,2020-08-01 00:00:00,DC,Yes
646,Strategy & Consulting,Legal,3,Bar/Bar/Oral communication/,2020-01-01 00:00:00,Denver,Yes
647,Operations,Engineering,10,PowerPoint/,2020-03-01 00:00:00,Chicago,Yes
648,Operations,Design,11,Adobe/Excel/Adobe/,2020-09-01 00:00:00,DC,No
649,Interactive,Legal,10,Bar/,2020-09-01 00:00:00,Boston,No
650,Interactive,Engineering,6,Excel/PowerPoint/,2020-11-01 00:00:00,Boston,Yes
651,Technology,IT Operations,7,Oracle/Python/Cloud/,2020-06-01 00:00:00,NYC,No
652,Interactive,Engineering,8,MATLAB/MATLAB/Excel/,2020-05-01 00:00:00,DC,No
653,Interactive,Design,1,PhotoShop/,2020-03-01 00:00:00,Denver,Yes
654,Technology,Engineering,10,MATLAB/Python/,2020-05-01 00:00:00,Boston,Yes
655,Strategy & Consulting,Finance,6,QuickBooks/QuickBooks/,2020-12-01 00:00:00,Boston,Yes
656,Strategy & Consulting,Strategy,7,Excel/Excel/Excel/,2020-04-01 00:00:00,NYC,Yes
657,Strategy & Consulting,Human Resources,2,Oral communication/Workday/Oral communication/Excel/,2020-01-01 00:00:00,Chicago,Yes
658,Strategy & Consulting,Finance,8,SAP/,2020-12-01 00:00:00,Denver,No
659,Technology,Account Leadership,10,Oral communication/ML/Excel/Oral communication/,2020-11-01 00:00:00,Boston,Yes
660,Operations,Finance,6,Excel/,2020-11-01 00:00:00,DC,Yes
661,Strategy & Consulting,Design,8,React.js/Adobe/,2020-06-01 00:00:00,Boston,Yes
662,Interactive,Finance,4,SAP/SAP/,2020-03-01 00:00:00,Chicago,Yes
663,Operations,Engineering,9,Excel/Python/Java/Python/,2020-04-01 00:00:00,Boston,No
664,Technology,Business,8,Excel/Salesforce/Excel/Salesforce/,2020-01-01 00:00:00,Chicago,No
665,Technology,Business,4,PowerPoint/,2020-02-01 00:00:00,Denver,No
666,Strategy & Consulting,Human Resources,10,Excel/Excel/Workday/,2020-10-01 00:00:00,Denver,Yes
667,Strategy & Consulting,Engineering,9,Java/,2020-04-01 00:00:00,Boston,Yes
668,Interactive,Finance,9,QuickBooks/PowerPoint/QuickBooks/,2020-05-01 00:00:00,DC,No
669,Operations,IT Operations,1,Python/,2020-07-01 00:00:00,Boston,No
670,Operations,Business,11,PowerPoint/Excel/PowerPoint/PowerPoint/,2020-04-01 00:00:00,DC,Yes
671,Operations,Security,7,PowerPoint/Java/Excel/,2020-06-01 00:00:00,DC,No
672,Strategy & Consulting,Finance,11,PowerPoint/Excel/,2020-03-01 00:00:00,Denver,No
673,Strategy & Consulting,Security,4,ML/Excel/,2020-10-01 00:00:00,Chicago,No
674,Strategy & Consulting,IT Operations,10,Oracle/PowerPoint/Python/Python/,2020-02-01 00:00:00,NYC,Yes
675,Interactive,Strategy,8,Critical thinking/Critical thinking/Critical thinking/Excel/,2020-01-01 00:00:00,Boston,Yes
676,Strategy & Consulting,Security,2,Cloud/ML/Excel/PowerPoint/,2020-06-01 00:00:00,DC,Yes
677,Operations,Finance,8,QuickBooks/SAP/QuickBooks/,2020-06-01 00:00:00,Chicago,Yes
678,Interactive,Legal,10,Bar/Excel/,2020-11-01 00:00:00,NYC,No
679,Technology,Design,1,PowerPoint/React.js/,2020-12-01 00:00:00,Boston,Yes
680,Technology,Engineering,8,PowerPoint/,2020-08-01 00:00:00,Chicago,No
681,Interactive,Human Resources,11,PowerPoint/PowerPoint/,2020-01-01 00:00:00,NYC,No
682,Technology,Strategy,8,PowerPoint/Excel/Excel/,2020-10-01 00:00:00,NYC,No
683,Operations,Engineering,3,PowerPoint/,2020-08-01 00:00:00,Denver,Yes
684,Strategy & Consulting,Engineering,9,MATLAB/Java/,2020-09-01 00:00:00,Chicago,No
685,Technology,Human Resources,2,Excel/,2020-05-01 00:00:00,Boston,No
686,Strategy & Consulting,Finance,4,Excel/,2020-06-01 00:00:00,Chicago,Yes
687,Strategy & Consulting,Account Leadership,1,Cloud/Leadership/,2020-12-01 00:00:00,DC,Yes
688,Strategy & Consulting,Finance,8,PowerPoint/PowerPoint/,2020-07-01 00:00:00,NYC,Yes
689,Technology,Security,11,PowerPoint/Java/Oracle/,2020-11-01 00:00:00,Boston,No
690,Interactive,Account Leadership,9,Excel/ML/,2020-07-01 00:00:00,DC,No
691,Strategy & Consulting,Legal,8,Bar/PowerPoint/Excel/,2020-07-01 00:00:00,DC,Yes
692,Technology,Design,11,Excel/,2020-02-01 00:00:00,Chicago,No
693,Interactive,Design,5,Excel/,2020-12-01 00:00:00,Chicago,Yes
694,Interactive,Design,8,React.js/,2020-07-01 00:00:00,Chicago,Yes
695,Operations,IT Operations,5,Python/Java/PowerPoint/ML/,2020-11-01 00:00:00,DC,Yes
696,Strategy & Consulting,Account Leadership,2,ML/ML/Excel/Leadership/,2020-05-01 00:00:00,NYC,Yes
697,Strategy & Consulting,Finance,11,Excel/SAP/Excel/PowerPoint/,2020-02-01 00:00:00,NYC,No
698,Interactive,Strategy,1,PowerPoint/Critical thinking/Excel/Critical thinking/,2020-03-01 00:00:00,Boston,No
699,Strategy & Consulting,Legal,6,Excel/Oral communication/Bar/,2020-02-01 00:00:00,NYC,Yes
700,Strategy & Consulting,Legal,10,Excel/Excel/Bar/Bar/,2020-07-01 00:00:00,Chicago,Yes
701,Technology,Security,6,Python/Cloud/Oracle/,2020-09-01 00:00:00,NYC,No
702,Operations,Security,1,ML/,2020-09-01 00:00:00,Chicago,No
703,Operations,Finance,11,PowerPoint/,2020-08-01 00:00:00,Chicago,Yes
704,Operations,Security,2,Oracle/PowerPoint/PowerPoint/PowerPoint/,2020-11-01 00:00:00,Boston,No
705,Interactive,Strategy,11,Excel/,2020-12-01 00:00:00,NYC,Yes
706,Technology,Account Leadership,9,Cloud/,2020-01-01 00:00:00,Denver,No
707,Technology,Account Leadership,7,Leadership/Cloud/,2020-07-01 00:00:00,DC,Yes
708,Technology,Account Leadership,7,Leadership/ML/PowerPoint/,2020-03-01 00:00:00,Denver,Yes
709,Strategy & Consulting,Engineering,11,Java/MATLAB/Excel/MATLAB/,2020-05-01 00:00:00,Denver,No
710,Interactive,Strategy,5,Excel/,2020-06-01 00:00:00,NYC,Yes
711,Strategy & Consulting,IT Operations,5,Java/Python/Cloud/,2020-09-01 00:00:00,Chicago,No
712,Interactive,Design,9,Adobe/React.js/PowerPoint/PowerPoint/,2020-11-01 00:00:00,Chicago,Yes
713,Interactive,Strategy,8,Excel/PowerPoint/Critical thinking/,2020-08-01 00:00:00,DC,Yes
714,Interactive,Security,6,Cloud/ML/,2020-10-01 00:00:00,DC,Yes
715,Operations,Legal,6,Excel/Excel/,2020-03-01 00:00:00,DC,Yes
716,Technology,Human Resources,7,Oral communication/Excel/PowerPoint/,2020-03-01 00:00:00,Denver,Yes
717,Interactive,Design,2,Excel/Adobe/,2020-11-01 00:00:00,NYC,No
718,Operations,Business,6,Salesforce/,2020-07-01 00:00:00,Denver,Yes
719,Operations,IT Operations,8,Java/Java/Python/Java/,2020-06-01 00:00:00,Boston,Yes
720,Technology,Strategy,2,Critical thinking/PowerPoint/Critical thinking/Critical thinking/,2020-09-01 00:00:00,Chicago,Yes
721,Operations,Strategy,10,PowerPoint/,2020-04-01 00:00:00,Denver,No
722,Strategy & Consulting,Legal,4,PowerPoint/PowerPoint/Bar/PowerPoint/,2020-07-01 00:00:00,Boston,Yes
723,Strategy & Consulting,IT Operations,4,Cloud/Oracle/Java/,2020-07-01 00:00:00,Chicago,Yes
724,Interactive,IT Operations,4,ML/Python/,2020-02-01 00:00:00,Chicago,No
725,Operations,Strategy,10,PowerPoint/Excel/Excel/,2020-08-01 00:00:00,Boston,No
726,Technology,Security,5,PowerPoint/Cloud/Excel/Python/,2020-07-01 00:00:00,Boston,Yes
727,Strategy & Consulting,Legal,11,PowerPoint/Oral communication/,2020-04-01 00:00:00,DC,Yes
728,Interactive,Legal,7,Bar/Oral communication/Bar/,2020-01-01 00:00:00,NYC,No
729,Interactive,Strategy,1,Critical thinking/Excel/,2020-12-01 00:00:00,NYC,Yes
730,Technology,Design,7,Adobe/PhotoShop/,2020-01-01 00:00:00,Chicago,No
731,Operations,Business,3,PowerPoint/PowerPoint/PowerPoint/,2020-01-01 00:00:00,Denver,No
732,Strategy & Consulting,Engineering,9,Excel/Java/,2020-10-01 00:00:00,Chicago,No
733,Technology,Design,3,React.js/Excel/,2020-09-01 00:00:00,Boston,Yes
734,Technology,Business,1,Salesforce/Excel/PowerPoint/,2020-01-01 00:00:00,Denver,No
735,Operations,Finance,9,Excel/SAP/Excel/,2020-12-01 00:00:00,DC,No
736,Strategy & Consulting,Engineering,7,Python/Java/,2020-06-01 00:00:00,Denver,No
737,Technology,Design,7,PhotoShop/Adobe/,2020-05-01 00:00:00,NYC,No
738,Strategy & Consulting,Account Leadership,11,Oral communication/ML/Leadership/,2020-08-01 00:00:00,Chicago,No
739,Interactive,IT Operations,3,PowerPoint/,2020-08-01 00:00:00,Denver,Yes
740,Strategy & Consulting,Account Leadership,9,ML/ML/PowerPoint/,2020-01-01 00:00:00,Chicago,No
741,Strategy & Consulting,Human Resources,5,PowerPoint/Workday/Excel/PowerPoint/,2020-11-01 00:00:00,NYC,Yes
742,Operations,Business,6,PowerPoint/,2020-07-01 00:00:00,Denver,Yes
743,Operations,Engineering,11,Python/MATLAB/Java/,2020-05-01 00:00:00,Chicago,No
744,Strategy & Consulting,IT Operations,1,Oracle/Python/Excel/ML/,2020-01-01 00:00:00,NYC,No
745,Strategy & Consulting,Legal,6,Excel/Excel/Excel/PowerPoint/,2020-12-01 00:00:00,Boston,No
746,Technology,Engineering,7,Excel/MATLAB/,2020-03-01 00:00:00,Boston,Yes
747,Technology,Strategy,10,Critical thinking/,2020-04-01 00:00:00,NYC,Yes
748,Interactive,Design,8,Adobe/Adobe/Adobe/PhotoShop/,2020-09-01 00:00:00,Chicago,No
749,Operations,Design,4,PowerPoint/,2020-06-01 00:00:00,Chicago,Yes
750,Operations,Finance,8,QuickBooks/SAP/Excel/,2020-09-01 00:00:00,Boston,Yes
751,Operations,Strategy,7,Critical thinking/Critical thinking/PowerPoint/PowerPoint/,2020-03-01 00:00:00,Boston,Yes
752,Operations,IT Operations,5,ML/PowerPoint/Cloud/Excel/,2020-01-01 00:00:00,Denver,No
753,Strategy & Consulting,Design,4,PhotoShop/PhotoShop/,2020-11-01 00:00:00,Boston,No
754,Technology,Design,6,Adobe/,2020-04-01 00:00:00,Boston,Yes
755,Strategy & Consulting,Finance,5,SAP/SAP/QuickBooks/SAP/,2020-10-01 00:00:00,NYC,Yes
756,Operations,IT Operations,3,Java/Java/Python/,2020-07-01 00:00:00,Denver,No
757,Operations,Design,8,PowerPoint/,2020-02-01 00:00:00,Chicago,No
758,Technology,Finance,6,PowerPoint/Excel/PowerPoint/SAP/,2020-03-01 00:00:00,DC,Yes
759,Technology,IT Operations,10,ML/Cloud/ML/,2020-02-01 00:00:00,Denver,No
760,Interactive,Finance,8,QuickBooks/QuickBooks/QuickBooks/,2020-02-01 00:00:00,Chicago,Yes
761,Technology,Engineering,5,Excel/PowerPoint/,2020-02-01 00:00:00,DC,No
762,Strategy & Consulting,Engineering,10,Excel/PowerPoint/,2020-12-01 00:00:00,Chicago,Yes
763,Operations,Strategy,7,Excel/,2020-01-01 00:00:00,DC,Yes
764,Operations,IT Operations,4,ML/Java/Java/Oracle/,2020-05-01 00:00:00,Boston,No
765,Interactive,Finance,4,PowerPoint/SAP/PowerPoint/PowerPoint/,2020-02-01 00:00:00,NYC,No
766,Technology,Design,2,PowerPoint/Adobe/PhotoShop/Excel/,2020-02-01 00:00:00,NYC,Yes
767,Operations,Human Resources,3,Oral communication/,2020-08-01 00:00:00,Denver,Yes
768,Technology,Design,4,Adobe/Excel/Excel/,2020-09-01 00:00:00,Boston,No
769,Technology,Business,10,Excel/PowerPoint/Salesforce/,2020-10-01 00:00:00,NYC,No
770,Interactive,Account Leadership,8,Excel/Leadership/Cloud/,2020-09-01 00:00:00,Chicago,Yes
771,Interactive,IT Operations,7,Python/ML/Excel/,2020-02-01 00:00:00,NYC,Yes
772,Operations,Security,10,Oracle/,2020-08-01 00:00:00,Boston,Yes
773,Operations,IT Operations,6,Excel/ML/,2020-01-01 00:00:00,Chicago,No
774,Operations,Strategy,10,Critical thinking/Excel/Critical thinking/PowerPoint/,2020-08-01 00:00:00,DC,Yes
775,Interactive,Business,8,Excel/,2020-10-01 00:00:00,NYC,Yes
776,Technology,Design,2,PhotoShop/,2020-09-01 00:00:00,DC,No
777,Strategy & Consulting,Account Leadership,7,PowerPoint/Excel/,2020-12-01 00:00:00,Boston,Yes
778,Interactive,Strategy,8,Critical thinking/Critical thinking/PowerPoint/,2020-03-01 00:00:00,NYC,No
779,Operations,Finance,4,QuickBooks/SAP/Excel/,2020-08-01 00:00:00,Denver,Yes
780,Technology,Strategy,9,Critical thinking/PowerPoint/,2020-09-01 00:00:00,Chicago,No
781,Operations,Engineering,1,Java/Python/,2020-05-01 00:00:00,DC,Yes
782,Strategy & Consulting,Strategy,1,Excel/PowerPoint/Excel/,2020-09-01 00:00:00,Denver,No
783,Operations,IT Operations,10,ML/Java/,2020-12-01 00:00:00,Denver,No
784,Operations,Business,11,PowerPoint/PowerPoint/,2020-04-01 00:00:00,DC,No
785,Strategy & Consulting,Design,9,React.js/PowerPoint/,2020-12-01 00:00:00,Chicago,Yes
786,Interactive,Design,3,Excel/,2020-12-01 00:00:00,DC,No
787,Strategy & Consulting,Strategy,7,Critical thinking/PowerPoint/,2020-07-01 00:00:00,DC,No
788,Operations,Human Resources,11,Oral communication/Oral communication/Oral communication/Workday/,2020-04-01 00:00:00,DC,Yes
789,Strategy & Consulting,Engineering,4,Java/Excel/PowerPoint/PowerPoint/,2020-12-01 00:00:00,Boston,Yes
790,Interactive,IT Operations,3,Excel/,2020-02-01 00:00:00,Boston,No
791,Strategy & Consulting,Security,7,ML/Oracle/,2020-03-01 00:00:00,Chicago,Yes
792,Operations,Security,11,Java/ML/Python/Python/,2020-03-01 00:00:00,NYC,No
793,Strategy & Consulting,Business,2,Salesforce/Excel/Salesforce/Salesforce/,2020-10-01 00:00:00,Boston,Yes
794,Strategy & Consulting,Legal,6,Oral communication/Oral communication/Bar/,2020-08-01 00:00:00,Chicago,No
795,Operations,Business,7,PowerPoint/PowerPoint/,2020-10-01 00:00:00,DC,Yes
796,Strategy & Consulting,Finance,8,QuickBooks/Excel/Excel/,2020-07-01 00:00:00,DC,No
797,Operations,Finance,7,QuickBooks/PowerPoint/SAP/,2020-09-01 00:00:00,Chicago,No
798,Strategy & Consulting,Business,1,Salesforce/PowerPoint/,2020-10-01 00:00:00,DC,No
799,Operations,Security,1,Cloud/ML/ML/ML/,2020-07-01 00:00:00,Chicago,Yes
800,Technology,Legal,10,Oral communication/Oral communication/Excel/,2020-05-01 00:00:00,Chicago,Yes
801,Technology,Security,1,Cloud/Java/,2020-11-01 00:00:00,NYC,No
802,Interactive,IT Operations,3,ML/PowerPoint/Excel/,2020-05-01 00:00:00,Denver,Yes
803,Strategy & Consulting,Business,9,Excel/Excel/PowerPoint/,2020-12-01 00:00:00,DC,Yes
804,Operations,Engineering,5,Java/,2020-05-01 00:00:00,Denver,Yes
805,Operations,IT Operations,3,PowerPoint/PowerPoint/,2020-06-01 00:00:00,DC,No
806,Interactive,IT Operations,11,PowerPoint/,2020-06-01 00:00:00,Chicago,No
807,Operations,Human Resources,5,Oral communication/,2020-10-01 00:00:00,Boston,Yes
808,Interactive,Business,2,Excel/,2020-06-01 00:00:00,Boston,Yes
809,Operations,Account Leadership,11,Cloud/Excel/,2020-08-01 00:00:00,Denver,Yes
810,Strategy & Consulting,Design,10,PhotoShop/,2020-07-01 00:00:00,NYC,No
811,Strategy & Consulting,Finance,3,QuickBooks/Excel/,2020-02-01 00:00:00,Denver,Yes
812,Interactive,Business,8,Salesforce/,2020-11-01 00:00:00,Boston,Yes
813,Interactive,Legal,10,Oral communication/PowerPoint/Excel/,2020-12-01 00:00:00,NYC,Yes
814,Strategy & Consulting,Account Leadership,8,PowerPoint/Cloud/ML/ML/,2020-01-01 00:00:00,DC,No
815,Interactive,Legal,5,Bar/Excel/,2020-06-01 00:00:00,NYC,No
816,Technology,Human Resources,4,Oral communication/PowerPoint/PowerPoint/,2020-01-01 00:00:00,Boston,No
817,Technology,Account Leadership,8,PowerPoint/Oral communication/Oral communication/ML/,2020-05-01 00:00:00,Chicago,No
818,Operations,Strategy,10,Critical thinking/Critical thinking/,2020-01-01 00:00:00,DC,No
819,Operations,Business,9,PowerPoint/Excel/,2020-08-01 00:00:00,Boston,No
820,Technology,Finance,5,QuickBooks/Excel/,2020-06-01 00:00:00,Boston,No
821,Technology,IT Operations,2,Python/Excel/Oracle/,2020-12-01 00:00:00,DC,Yes
822,Operations,Finance,7,Excel/SAP/Excel/QuickBooks/,2020-01-01 00:00:00,Boston,No
823,Strategy & Consulting,Finance,3,SAP/,2020-03-01 00:00:00,Boston,No
824,Operations,Human Resources,9,PowerPoint/,2020-04-01 00:00:00,Boston,Yes
825,Strategy & Consulting,Engineering,9,PowerPoint/PowerPoint/Java/Excel/,2020-07-01 00:00:00,DC,Yes
826,Strategy & Consulting,Business,5,Salesforce/Excel/Salesforce/Salesforce/,2020-06-01 00:00:00,Chicago,Yes
827,Interactive,Account Leadership,9,ML/,2020-11-01 00:00:00,Denver,No
828,Interactive,Account Leadership,8,ML/,2020-02-01 00:00:00,Denver,Yes
829,Interactive,Design,3,Adobe/PhotoShop/,2020-06-01 00:00:00,NYC,No
830,Interactive,Finance,5,PowerPoint/,2020-12-01 00:00:00,Boston,No
831,Strategy & Consulting,Account Leadership,5,PowerPoint/Excel/ML/,2020-12-01 00:00:00,NYC,Yes
832,Technology,Engineering,8,Java/PowerPoint/,2020-08-01 00:00:00,NYC,No
833,Technology,Engineering,8,PowerPoint/,2020-03-01 00:00:00,Chicago,No
834,Strategy & Consulting,Strategy,9,Excel/PowerPoint/Critical thinking/Critical thinking/,2020-03-01 00:00:00,DC,No
835,Technology,Strategy,5,PowerPoint/Critical thinking/,2020-10-01 00:00:00,Boston,No
836,Strategy & Consulting,Design,5,Excel/Adobe/React.js/,2020-09-01 00:00:00,NYC,Yes
837,Operations,Engineering,5,PowerPoint/Excel/,2020-08-01 00:00:00,DC,Yes
838,Interactive,Security,5,PowerPoint/Python/Python/,2020-12-01 00:00:00,Denver,No
839,Strategy & Consulting,Finance,7,QuickBooks/,2020-02-01 00:00:00,Chicago,No
840,Strategy & Consulting,Engineering,8,MATLAB/,2020-05-01 00:00:00,Chicago,No
841,Interactive,Legal,10,Excel/Oral communication/PowerPoint/PowerPoint/,2020-06-01 00:00:00,NYC,Yes
842,Strategy & Consulting,Engineering,11,Python/,2020-08-01 00:00:00,Chicago,Yes
843,Interactive,Account Leadership,11,ML/Oral communication/ML/,2020-04-01 00:00:00,NYC,Yes
844,Technology,Account Leadership,5,PowerPoint/,2020-11-01 00:00:00,Denver,Yes
845,Strategy & Consulting,Business,5,Salesforce/,2020-01-01 00:00:00,DC,No
846,Interactive,Security,1,Java/ML/,2020-03-01 00:00:00,NYC,Yes
847,Technology,Account Leadership,3,PowerPoint/,2020-03-01 00:00:00,Boston,Yes
848,Operations,Human Resources,11,Workday/,2020-10-01 00:00:00,NYC,No
849,Technology,Design,11,PowerPoint/PhotoShop/Excel/,2020-11-01 00:00:00,DC,Yes
850,Strategy & Consulting,IT Operations,4,Java/PowerPoint/Python/,2020-10-01 00:00:00,Chicago,Yes
851,Strategy & Consulting,Engineering,6,Python/PowerPoint/Python/MATLAB/,2020-08-01 00:00:00,DC,No
852,Operations,Business,10,PowerPoint/PowerPoint/,2020-12-01 00:00:00,Boston,No
853,Technology,Security,8,Oracle/Oracle/,2020-11-01 00:00:00,Boston,No
854,Interactive,Account Leadership,6,Oral communication/Leadership/Oral communication/,2020-02-01 00:00:00,Chicago,Yes
855,Technology,Design,9,PhotoShop/Excel/React.js/PhotoShop/,2020-05-01 00:00:00,DC,No
856,Operations,IT Operations,7,Python/Python/,2020-11-01 00:00:00,NYC,No
857,Technology,Account Leadership,5,Leadership/PowerPoint/Oral communication/PowerPoint/,2020-12-01 00:00:00,DC,No
858,Technology,Business,6,Excel/PowerPoint/Salesforce/,2020-02-01 00:00:00,Denver,Yes
859,Technology,Design,3,PhotoShop/,2020-12-01 00:00:00,Denver,Yes
860,Interactive,Finance,5,PowerPoint/PowerPoint/PowerPoint/,2020-03-01 00:00:00,Denver,Yes
861,Interactive,Account Leadership,10,Excel/Leadership/Excel/Oral communication/,2020-01-01 00:00:00,NYC,No
862,Interactive,Business,9,Salesforce/Salesforce/PowerPoint/Excel/,2020-12-01 00:00:00,Boston,No
863,Strategy & Consulting,Strategy,10,Excel/PowerPoint/Critical thinking/,2020-06-01 00:00:00,Chicago,No
864,Strategy & Consulting,IT Operations,4,Oracle/,2020-10-01 00:00:00,NYC,Yes
865,Operations,Engineering,10,MATLAB/,2020-09-01 00:00:00,Denver,No
866,Interactive,Security,4,Python/ML/,2020-01-01 00:00:00,DC,No
867,Interactive,Security,5,Python/Cloud/Python/Cloud/,2020-02-01 00:00:00,NYC,Yes
868,Strategy & Consulting,Design,3,PhotoShop/,2020-04-01 00:00:00,Denver,No
