UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
2554,No,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,No,5-6
2555,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Python,Boston,No,8-9
2556,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Avande,Cloud,Boston,Yes,6-7
2557,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,ML,Chicago,Yes,7-8
2558,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,Java,DC,Yes,10-11
2559,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Application Security F/P Analysis,Java,Boston,Yes,5-6
2560,No,2020-01-01 00:00:00,2020-03-15 00:00:00,B,Cyber Integration,Java,NYC,Yes,3-4
2561,No,2020-01-01 00:00:00,2020-12-15 00:00:00,G,Application Security F/P Analysis,ML,Denver,No,1-2
2562,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,C,AT&T Application Scanning,Python,Boston,Yes,5-6
2563,No,2020-05-01 00:00:00,2020-05-15 00:00:00,C,Avande,Cloud,NYC,Yes,2-3
2564,No,2020-01-01 00:00:00,2020-07-15 00:00:00,E,Journey2Cloud,Python,DC,No,1-2
2565,No,2020-03-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,ML,Boston,No,10-11
2566,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Cyber Integration,Java,Boston,No,8-9
2567,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,Python,DC,Yes,5-6
2568,No,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,DC,No,3-4
2569,No,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,Chicago,No,5-6
2570,No,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Cyber Integration,ML,Denver,No,1-2
2571,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Chevron Cloud Security,Python,Chicago,No,10-11
2572,No,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,Boston,No,6-7
2573,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,NYC,Yes,8-9
2574,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,Python,Denver,No,6-7
2575,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,A,Chevron Cloud Security,Python,Chicago,No,9-10
2576,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Python,Denver,No,9-10
2577,No,2020-08-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Java,Chicago,No,5-6
2578,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Application Security F/P Analysis,Java,Denver,No,3-4
2579,No,2020-05-01 00:00:00,2020-07-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Python,Boston,No,6-7
2580,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Python,Denver,No,9-10
2581,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,D,iDefense- Odin,Python,DC,Yes,10-11
2582,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Cloud,Chicago,No,4-5
2583,No,2020-06-01 00:00:00,2020-08-15 00:00:00,D,Avande,Oracle,DC,No,10-11
2584,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,AT&T Application Scanning,Oracle,Denver,Yes,8-9
2585,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Boston,Yes,4-5
2586,No,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Boston,Yes,9-10
2587,No,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,DC,No,1-2
2588,No,2020-03-01 00:00:00,2020-10-15 00:00:00,B,Chevron Cloud Security,Oracle,NYC,Yes,9-10
2589,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Zaim,Java,NYC,Yes,6-7
2590,No,2020-06-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,Java,Chicago,Yes,5-6
2591,No,2020-07-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Odin,Python,Denver,Yes,6-7
2592,No,2020-05-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,Java,NYC,Yes,2-3
2593,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Application Security F/P Analysis,Oracle,NYC,No,4-5
2594,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Zaim,Oracle,Boston,No,3-4
2595,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No,3-4
2596,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Python,DC,No,4-5
2597,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,B,AT&T Application Scanning,Python,NYC,No,9-10
2598,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Odin,ML,Denver,No,7-8
2599,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Denver,Yes,9-10
2600,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes,7-8
2601,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Chevron Cloud Security,Java,DC,No,9-10
2602,No,2020-02-01 00:00:00,2020-06-15 00:00:00,F,Avande,Python,DC,Yes,4-5
2603,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Oracle,Boston,Yes,8-9
2604,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Cyber Integration,Java,Boston,Yes,6-7
2605,No,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Chevron Cloud Security,Python,Chicago,No,4-5
2606,No,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Journey2Cloud,Java,Boston,Yes,8-9
2607,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes,2-3
2608,Yes,2020-01-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Odin,Python,Chicago,Yes,1-2
2609,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Chevron Cloud Security,Python,Chicago,Yes,4-5
2610,No,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Java,Boston,No,8-9
2611,No,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Cloud Security Enablement Phase 1,Cloud,Chicago,No,6-7
2612,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,G,Journey2Cloud,Python,Denver,Yes,7-8
2613,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,C,Journey2Cloud,Java,Boston,Yes,8-9
2614,No,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Cloud Security Enablement Phase 1,Oracle,Chicago,No,4-5
2615,No,2020-06-01 00:00:00,2020-10-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes,4-5
2616,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,Cloud,DC,Yes,2-3
2617,No,2020-01-01 00:00:00,2020-09-15 00:00:00,F,Cyber Integration,Cloud,Boston,Yes,5-6
2618,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,Python,Denver,Yes,9-10
2619,No,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Journey2Cloud,Oracle,Chicago,No,3-4
2620,No,2020-02-01 00:00:00,2020-11-15 00:00:00,A,AT&T Application Scanning,Python,Denver,Yes,1-2
2621,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Application Security F/P Analysis,Cloud,DC,No,2-3
2622,No,2020-01-01 00:00:00,2020-06-15 00:00:00,B,Application Security F/P Analysis,Python,Chicago,Yes,2-3
2623,No,2020-12-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,Python,Chicago,Yes,3-4
2624,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,H,Journey2Cloud,Python,NYC,Yes,2-3
2625,No,2020-05-01 00:00:00,2020-11-15 00:00:00,A,AT&T Application Scanning,ML,Denver,Yes,2-3
2626,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,NYC,No,9-10
2627,No,2020-12-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Python,NYC,No,5-6
2628,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Odin,ML,DC,Yes,5-6
2629,No,2020-03-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Odin,Python,NYC,Yes,8-9
2630,No,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Journey2Cloud,ML,Boston,No,5-6
2631,No,2020-03-01 00:00:00,2020-05-15 00:00:00,B,Application Security F/P Analysis,Python,NYC,Yes,1-2
2632,No,2020-04-01 00:00:00,2020-11-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes,7-8
2633,No,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Chevron Cloud Security,Python,NYC,No,10-11
2634,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,C,Application Security F/P Analysis,ML,Boston,No,7-8
2635,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Journey2Cloud,Cloud,Denver,No,10-11
2636,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,A,Journey2Cloud,ML,DC,Yes,5-6
2637,Yes,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Avande,Oracle,Denver,No,1-2
2638,No,2020-07-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Zaim,Python,DC,No,5-6
2639,No,2020-01-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Oracle,Boston,No,8-9
2640,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,D,Avande,Python,DC,Yes,6-7
2641,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,H,AT&T Application Scanning,Python,DC,No,5-6
2642,No,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Avande,Java,Denver,No,9-10
2643,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,G,iDefense- Odin,ML,Chicago,Yes,7-8
2644,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,Oracle,NYC,No,5-6
2645,No,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Oracle,Chicago,Yes,9-10
2646,No,2020-04-01 00:00:00,2020-10-15 00:00:00,E,Chevron Cloud Security,Oracle,DC,Yes,8-9
2647,No,2020-04-01 00:00:00,2020-07-15 00:00:00,H,Cloud Security Enablement Phase 1,ML,DC,No,1-2
2648,No,2020-10-01 00:00:00,2020-12-15 00:00:00,D,AT&T Application Scanning,Python,Chicago,Yes,2-3
2649,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,ML,NYC,No,1-2
2650,No,2020-08-01 00:00:00,2020-11-15 00:00:00,F,Application Security F/P Analysis,ML,Denver,Yes,2-3
2651,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,NYC,Yes,9-10
2652,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Avande,ML,DC,Yes,7-8
2653,No,2020-01-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Java,Chicago,No,2-3
2654,No,2020-02-01 00:00:00,2020-04-15 00:00:00,E,Journey2Cloud,ML,Chicago,Yes,8-9
2655,No,2020-04-01 00:00:00,2020-09-15 00:00:00,A,iDefense- Zaim,Java,Boston,No,10-11
2656,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),ML,Chicago,No,4-5
2657,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,H,AT&T Application Scanning,Oracle,NYC,No,1-2
2658,No,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Avande,Python,NYC,No,5-6
2659,No,2020-10-01 00:00:00,2020-11-15 00:00:00,C,Cyber Integration,Oracle,Chicago,Yes,9-10
2660,No,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Application Security F/P Analysis,Oracle,NYC,No,7-8
2661,No,2020-01-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Cloud,Chicago,Yes,2-3
2662,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,A,Chevron Cloud Security,Python,DC,Yes,10-11
2663,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,A,Cyber Integration,Python,Denver,Yes,10-11
2664,No,2020-12-01 00:00:00,2020-12-15 00:00:00,A,AT&T Application Scanning,Python,NYC,Yes,10-11
2665,Yes,2020-01-01 00:00:00,2020-05-15 00:00:00,G,AT&T Application Scanning,ML,Chicago,Yes,4-5
2666,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Cloud Security Enablement Phase 1,ML,Chicago,No,10-11
2667,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,F,AT&T Application Scanning,Cloud,Boston,No,5-6
2668,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,A,AT&T Application Scanning,ML,NYC,No,3-4
2669,No,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Avande,Python,Chicago,Yes,7-8
2670,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,D,Journey2Cloud,ML,Chicago,No,4-5
2671,No,2020-11-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,ML,DC,Yes,5-6
2672,No,2020-11-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,Java,Boston,No,1-2
2673,No,2020-03-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,Python,NYC,Yes,2-3
2674,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Python,DC,No,3-4
2675,Yes,2020-02-01 00:00:00,2020-12-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Python,NYC,Yes,10-11
2676,No,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,NYC,No,5-6
2677,No,2020-06-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Odin,ML,NYC,No,9-10
2678,No,2020-04-01 00:00:00,2020-06-15 00:00:00,C,Chevron Cloud Security,Python,DC,No,10-11
2679,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,F,Journey2Cloud,Cloud,Boston,Yes,10-11
2680,No,2020-02-01 00:00:00,2020-06-15 00:00:00,C,Avande,Cloud,NYC,No,3-4
2681,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Application Security F/P Analysis,ML,Denver,No,10-11
2682,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,AT&T Application Scanning,Oracle,Denver,Yes,1-2
2683,No,2020-03-01 00:00:00,2020-08-15 00:00:00,D,Application Security F/P Analysis,Oracle,Boston,No,5-6
2684,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,Cloud,Chicago,No,10-11
2685,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,Denver,No,2-3
2686,No,2020-06-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Odin,Python,Denver,Yes,9-10
2687,No,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Oracle,Denver,Yes,7-8
2688,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Cloud,NYC,No,10-11
2689,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,G,Application Security F/P Analysis,Java,DC,Yes,5-6
2690,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Java,NYC,Yes,1-2
2691,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Java,Chicago,Yes,3-4
2692,No,2020-08-01 00:00:00,2020-11-15 00:00:00,D,Chevron Cloud Security,ML,NYC,No,7-8
2693,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,E,Cyber Integration,Python,DC,Yes,2-3
2694,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes,9-10
2695,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Odin,Cloud,Boston,Yes,6-7
2696,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Zaim,ML,Denver,No,10-11
2697,No,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Oracle,DC,No,10-11
2698,No,2020-11-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,Java,Chicago,Yes,8-9
2699,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,C,Avande,Java,Chicago,Yes,3-4
2700,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Avande,Python,NYC,No,10-11
2701,No,2020-07-01 00:00:00,2020-11-15 00:00:00,E,AT&T Application Scanning,Java,Denver,Yes,6-7
2702,No,2020-09-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Zaim,ML,NYC,No,7-8
2703,No,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Application Security F/P Analysis,Oracle,Denver,No,9-10
2704,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Chicago,No,5-6
2705,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Oracle,Boston,Yes,5-6
2706,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,Boston,No,10-11
2707,No,2020-07-01 00:00:00,2020-10-15 00:00:00,C,Journey2Cloud,Python,Denver,No,2-3
2708,No,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,Python,DC,No,7-8
2709,No,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,DC,No,1-2
2710,No,2020-06-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Cloud,Denver,No,2-3
2711,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,ML,Chicago,Yes,3-4
2712,No,2020-01-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Zaim,Cloud,Chicago,No,6-7
2713,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,F,Journey2Cloud,Cloud,Denver,No,7-8
2714,No,2020-01-01 00:00:00,2020-09-15 00:00:00,B,Cyber Integration,Cloud,Boston,No,3-4
2715,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,DC,No,4-5
2716,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Oracle,DC,No,2-3
2717,No,2020-08-01 00:00:00,2020-09-15 00:00:00,H,Cyber Integration,Java,Denver,Yes,6-7
2718,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,F,Cyber Integration,Java,Chicago,Yes,4-5
2719,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Cloud,Chicago,No,5-6
2720,No,2020-02-01 00:00:00,2020-12-15 00:00:00,B,Journey2Cloud,Python,DC,Yes,5-6
2721,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Application Security F/P Analysis,Java,DC,No,9-10
2722,No,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Cloud Security Enablement Phase 1,Cloud,Boston,No,10-11
2723,No,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Application Security F/P Analysis,Java,Denver,No,5-6
2724,No,2020-02-01 00:00:00,2020-08-15 00:00:00,A,Application Security F/P Analysis,ML,Boston,No,10-11
2725,No,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,Boston,No,10-11
2726,No,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Avande,Cloud,NYC,Yes,10-11
2727,No,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Chevron Cloud Security,Java,DC,No,4-5
2728,No,2020-03-01 00:00:00,2020-05-15 00:00:00,B,iDefense- Zaim,ML,Boston,Yes,2-3
2729,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,Python,NYC,No,4-5
2730,No,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,Java,Boston,No,9-10
2731,No,2020-11-01 00:00:00,2020-11-15 00:00:00,G,AT&T Application Scanning,Oracle,NYC,Yes,8-9
2732,No,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Avande,Cloud,NYC,Yes,5-6
2733,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Cyber Integration,Java,Chicago,Yes,10-11
2734,No,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Application Security F/P Analysis,Cloud,Chicago,Yes,10-11
2735,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Avande,Java,Chicago,Yes,2-3
2736,No,2020-05-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Zaim,Oracle,Denver,Yes,5-6
2737,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Odin,Python,Boston,No,9-10
2738,No,2020-09-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Odin,ML,Denver,Yes,2-3
2739,No,2020-10-01 00:00:00,2020-12-15 00:00:00,B,Avande,ML,Boston,No,3-4
2740,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,B,iDefense- Zaim,ML,NYC,Yes,6-7
2741,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Odin,Java,Chicago,No,8-9
2742,No,2020-11-01 00:00:00,2020-11-15 00:00:00,G,iDefense- Odin,Cloud,DC,Yes,3-4
2743,No,2020-02-01 00:00:00,2020-06-15 00:00:00,B,Application Security F/P Analysis,Python,DC,No,4-5
2744,No,2020-09-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Cloud,Denver,No,8-9
2745,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,Boston,Yes,4-5
2746,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Journey2Cloud,Java,Boston,No,5-6
2747,No,2020-02-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Zaim,ML,Denver,Yes,10-11
2748,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Cyber Integration,ML,Boston,Yes,6-7
2749,No,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,ML,Boston,No,8-9
2750,No,2020-02-01 00:00:00,2020-02-15 00:00:00,D,Application Security F/P Analysis,Python,NYC,Yes,7-8
2751,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Python,Chicago,No,8-9
2752,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Python,NYC,Yes,2-3
2753,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,Java,Chicago,No,9-10
2754,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,F,Journey2Cloud,Python,NYC,No,10-11
2755,No,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Java,DC,No,1-2
2756,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Python,DC,Yes,8-9
2757,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,NYC,Yes,1-2
2758,No,2020-10-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Zaim,Python,Chicago,Yes,10-11
2759,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Application Security F/P Analysis,ML,DC,No,1-2
2760,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Cloud Security Enablement Phase 1,Oracle,Boston,Yes,3-4
2761,No,2020-02-01 00:00:00,2020-10-15 00:00:00,G,iDefense- Zaim,Oracle,NYC,Yes,7-8
2762,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,DC,Yes,3-4
2763,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Denver,No,9-10
2764,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,Java,Chicago,Yes,10-11
2765,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Zaim,Java,Denver,No,10-11
2766,No,2020-05-01 00:00:00,2020-06-15 00:00:00,A,Cloud Security Enablement Phase 1,Cloud,Denver,Yes,7-8
2767,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Cyber Integration,ML,NYC,Yes,5-6
2768,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,C,AT&T Application Scanning,ML,Boston,No,4-5
2769,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,B,Application Security F/P Analysis,ML,DC,No,9-10
2770,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Zaim,Oracle,Chicago,No,6-7
2771,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Oracle,Denver,No,4-5
2772,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,Java,Boston,Yes,3-4
2773,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,Python,Denver,Yes,5-6
2774,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,B,Cyber Integration,Oracle,NYC,No,3-4
2775,No,2020-01-01 00:00:00,2020-08-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,DC,No,4-5
2776,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,H,AT&T Application Scanning,Python,DC,Yes,3-4
2777,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Oracle,Denver,Yes,3-4
2778,No,2020-06-01 00:00:00,2020-08-15 00:00:00,D,Avande,Oracle,Denver,No,2-3
2779,No,2020-04-01 00:00:00,2020-11-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,Denver,No,5-6
2780,No,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,DC,No,9-10
2781,No,2020-01-01 00:00:00,2020-10-15 00:00:00,F,Cloud Security Enablement Phase 1,ML,Chicago,No,9-10
2782,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,A,iDefense- Zaim,Cloud,Boston,No,5-6
2783,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Odin,Cloud,NYC,No,5-6
2784,No,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),ML,Denver,No,2-3
2785,Yes,2020-02-01 00:00:00,2020-08-15 00:00:00,D,AT&T Application Scanning,Python,Denver,Yes,3-4
2786,No,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Journey2Cloud,ML,Chicago,Yes,4-5
